playlist_name,artist_name,album_name,track_name,track_uri,first_played,last_played,plays,hours
year_2013,Bruce Springsteen,Born In The U.S.A.,Born in the U.S.A.,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,2013-10-05,2013-10-05,2,0.2
year_2013,Bruce Springsteen,Born To Run,Born to Run,spotify:track:6hTcuIQa0sxrrByu9wTD7s,2013-10-05,2013-10-05,2,0.2
year_2013,Bruce Springsteen,Wrecking Ball,Land of Hope and Dreams,spotify:track:5I2pryLKw0kmA41kEBBhFP,2013-10-05,2013-10-05,2,0.2
year_2013,Bruce Springsteen,Wrecking Ball,Wrecking Ball,spotify:track:4LKlmGTWGY8SHfIw0c9jQu,2013-10-05,2013-10-05,2,0.2
year_2013,Tom Petty and the Heartbreakers,Tom Petty & The Heartbreakers,American Girl,spotify:track:7MRyJPksH3G2cXHN8UKYzP,2013-10-06,2013-10-07,2,0.1
year_2013,Tom Petty and the Heartbreakers,Tom Petty & The Heartbreakers,Breakdown,spotify:track:5x53pbGk6sbl1BGom19QQ5,2013-10-06,2013-10-07,2,0.1
year_2013,Bruce Springsteen,Born In The U.S.A.,Dancing In the Dark,spotify:track:7FwBtcecmlpc1sLySPXeGE,2013-10-05,2013-10-05,2,0.1
year_2013,Bruce Springsteen,Wrecking Ball,Death To My Hometown,spotify:track:5piFhn0sH6i5iGaESBuTJd,2013-10-05,2013-10-05,2,0.1
year_2013,Bruce Springsteen,The Essential Bruce Springsteen,Glory Days,spotify:track:23DjJ1MQIoVTF5JYJiCq3R,2013-10-05,2013-10-05,2,0.1
year_2013,Bruce Springsteen,Born In The U.S.A.,I'm On Fire,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,2013-10-05,2013-10-05,2,0.1
year_2013,Arcade Fire,Reflektor,Reflektor,spotify:track:6vBqrLmURedwYNqnT2HsCp,2013-10-07,2013-10-07,2,0.1
year_2013,Bruce Springsteen,Wrecking Ball,Shackled And Drawn,spotify:track:7hY5jzlcuzefRTNCOQjlo9,2013-10-05,2013-10-05,2,0.1
year_2013,Arcade Fire,The Hunger Games: Songs From District 12 And Beyond,Abraham's Daughter,spotify:track:32vKYtEqMhQUL4nWmIUjm0,2013-10-07,2013-10-07,1,0.1
year_2013,Tom Petty and the Heartbreakers,Mojo,Candy,spotify:track:5KPkd2iqW6r3Uoxnh3XcTV,2013-10-06,2013-10-06,1,0.1
year_2013,Tom Petty and the Heartbreakers,Mojo,Don't Pull Me Over,spotify:track:1dJTlLBUElqqU27D5EN207,2013-10-06,2013-10-06,1,0.1
year_2013,R.E.M.,Automatic For The People,Drive,spotify:track:6lZ8EsBaxGW2iHVG16QLuJ,2013-10-06,2013-10-06,1,0.1
year_2013,Tom Petty and the Heartbreakers,Mojo,First Flash of Freedom,spotify:track:09mpWWohdXZXaseBdeqgS8,2013-10-06,2013-10-06,1,0.1
year_2013,Tom Petty and the Heartbreakers,Tom Petty & The Heartbreakers,Fooled Again (I Don't Like It),spotify:track:4aMymVwENTzVqR9QxZZxCU,2013-10-07,2013-10-07,1,0.1
year_2013,Tom Petty and the Heartbreakers,Anthology: Through The Years,Free Fallin',spotify:track:0ygHFKdqHqikl2mOFtGeRQ,2013-10-06,2013-10-06,1,0.1
year_2013,Tom Petty and the Heartbreakers,Mojo,High in the Morning,spotify:track:4icPoSYZBZQ1kjRTSbYLDv,2013-10-06,2013-10-06,1,0.1
year_2013,Blues Traveler,Travelogue: Blues Traveler Classics,Hook,spotify:track:0ZhSQIDIv0CWVc0Vt1aiBm,2013-10-06,2013-10-06,1,0.1
year_2013,Creedence Clearwater Revival,Creedence Covers The Classics,I Put A Spell On You,spotify:track:5wZxOIHJUTvewtVflWxe9b,2013-10-06,2013-10-06,1,0.1
year_2013,Tom Petty and the Heartbreakers,Mojo,I Should Have Known It,spotify:track:0qyQKbbPLaG9FIENFTL7KY,2013-10-06,2013-10-06,1,0.1
year_2013,Tom Petty and the Heartbreakers,Anthology: Through The Years,Into The Great Wide Open,spotify:track:5f0vgqn8cF4VPxYLYpaSDt,2013-10-06,2013-10-06,1,0.1
year_2013,Tom Petty and the Heartbreakers,Mojo,Jefferson Jericho Blues,spotify:track:4kxO8k7tQwTuV62gU87MIz,2013-10-06,2013-10-06,1,0.1
year_2013,Tom Petty and the Heartbreakers,Greatest Hits,Learning To Fly,spotify:track:4DWzGxXc3shAzDGy2UIaL5,2013-10-06,2013-10-06,1,0.1
year_2013,Tom Petty and the Heartbreakers,Mojo,Let Yourself Go,spotify:track:3eGvKdxK4cRs0CvkohrpP1,2013-10-06,2013-10-06,1,0.1
year_2013,Tom Petty and the Heartbreakers,Mojo,Lover's Touch,spotify:track:5jQjF5cpLqomveKMUrFQ8K,2013-10-06,2013-10-06,1,0.1
year_2013,Tom Petty and the Heartbreakers,Tom Petty & The Heartbreakers,Luna,spotify:track:2l1V1EVqBgdyZ4avBgNj8I,2013-10-07,2013-10-07,1,0.1
year_2013,Tom Petty and the Heartbreakers,Anthology: Through The Years,Mary Jane's Last Dance,spotify:track:5eYwDBLucWfWI5KsV7oYX2,2013-10-06,2013-10-06,1,0.1
