playlist_name,artist_name,album_name,track_name,track_uri,first_played,last_played,plays,hours
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),Kingdom of Flaunt - Instrumental,spotify:track:2bCWrfKD5HhBAMrEjbJX1L,2018-02-05,2018-02-28,6,0.5
year_2018,Montreal,Tag zur Nacht,Katharine Katharine,spotify:track:3cAp6Xx9up1fmnU7mvM0PT,2018-01-03,2018-01-31,7,0.4
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),Cemetery In My Mind - True Believers Blind Version,spotify:track:2IUAcctOSRpc2HRVCGd7q1,2018-02-02,2018-02-28,5,0.4
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),Land,spotify:track:75fKMHBBD8mBcGtiDiHkjj,2018-02-04,2018-02-27,5,0.4
year_2018,Midnight Oil,Diesel And Dust,Put Down That Weapon - 2007 Remastered,spotify:track:5tCDBfbBLlSYTWkmlRjEwr,2018-02-07,2018-09-11,5,0.4
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),The Last of the Diggers,spotify:track:0Lbc5rsVARNk0sK9zdnyuk,2018-02-02,2018-02-28,5,0.4
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),Devilfish Shuffle - Instrumental,spotify:track:6x7wLqCmnIViQDz7aFBcZ2,2018-02-05,2018-02-27,4,0.4
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),Smash the Wobble Board,spotify:track:6veSuxen28TG6ABOMOIEuT,2018-02-04,2018-02-28,4,0.4
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),Wharf Rat,spotify:track:3fXsPJaaNMcAklvFBs32L7,2018-02-04,2018-02-28,4,0.4
year_2018,Kyuss,Welcome to Sky Valley,Space Cadet,spotify:track:07HF5tFmwh6ahN93JC6LmE,2018-01-29,2018-10-09,3,0.4
year_2018,Slut,Nothing Will Go Wrong,Easy To Love,spotify:track:4BFlaeLvuxrLvx3yAtA8Vl,2018-01-03,2018-10-14,5,0.3
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),I See You,spotify:track:0DgtDaIb90g0fzJgOyUWpw,2018-02-04,2018-02-28,5,0.3
year_2018,Erick Sermon,Music,Music (feat. Marvin Gaye),spotify:track:2g4SumkFZpHOypfF5xng9Z,2018-01-14,2018-11-23,5,0.3
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),The Real Thing,spotify:track:4AjF8tn2hUHtZ4GcQwFNns,2018-02-02,2018-02-28,5,0.3
year_2018,Mumford & Sons,Wilder Mind,Tompkins Square Park,spotify:track:54oFXvBXWRGYRN88zjFKkH,2018-10-14,2018-12-20,5,0.3
year_2018,Element Of Crime,Essentials,Delmenhorst,spotify:track:0EDnvGDdaiwEr8oOT7f8ba,2018-01-06,2018-10-14,4,0.3
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),Heaven and Earth,spotify:track:1TmdliMFRoFSSWBVjs7fUL,2018-02-02,2018-02-27,4,0.3
year_2018,"Sounds Of Nature : Thunderstorm, Rain","Music For Sleep Thunderstorm, Rain - Single","Music For Sleep Thunderstorm, Rain",spotify:track:2AI8gjczczIGkUxospO0MF,2018-01-14,2018-08-05,4,0.3
year_2018,White Zombie,La Sexorcisto: Devil Music Volume 1,Thunder Kiss '65,spotify:track:4tvBoSWeIW0bjhKNre5mod,2018-02-12,2018-09-11,4,0.3
year_2018,Kyuss,Welcome to Sky Valley,Demon Cleaner,spotify:track:2cVphsi72OjF7s0rtt2z5e,2018-01-29,2018-10-09,3,0.3
year_2018,Kyuss,Welcome to Sky Valley,Gardenia,spotify:track:0StO1AR9wWQ5SmGPKklV5u,2018-01-29,2018-10-09,3,0.3
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),The Great Gibber Plain - Ambient Version,spotify:track:6SqlLQpscgb5S80DWHNE2O,2018-02-04,2018-02-21,3,0.3
year_2018,Kyuss,...And the Circus Leaves Town,Spaceship Landing,spotify:track:5TKRxkPO6PnHmYaasmXKo3,2018-01-30,2018-10-09,2,0.3
year_2018,Kyuss,Welcome to Sky Valley,Whitewater / Lick Doo - Hidden Track,spotify:track:4vhCFrE8KZ6l5rusqj1lDt,2018-02-13,2018-10-09,2,0.3
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),Frontier... What Frontier?,spotify:track:4YMNGaizuZ650XxZ9GZwqJ,2018-02-05,2018-02-28,5,0.2
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),"(What's So Funny 'Bout) Peace, Love and Understanding",spotify:track:23RZOflsdKDpEtc7KXbmCW,2018-02-02,2018-02-28,4,0.2
year_2018,Joy Division,Unknown Pleasures,Disorder - 2007 Remaster,spotify:track:38wCbVfMreML5ZhF5iQuKA,2018-09-04,2018-12-26,4,0.2
year_2018,The Spencer Davis Group,Gimme Some Loving / Blues In F,Gimme Some Lovin' - Single Mix,spotify:track:3qCHUm73I3o5F1mDEfibzo,2018-08-26,2018-12-27,4,0.2
year_2018,Kyuss,...And the Circus Leaves Town,Hurricane,spotify:track:6QNJfu01hcQ8n8taGXXEqY,2018-01-29,2018-02-14,4,0.2
year_2018,Midnight Oil,Chiko Locallo (B-sides & Rarities),Kiss That Girl,spotify:track:6YkFroxvS6G8kmhNwbcXp7,2018-02-04,2018-02-28,4,0.2
