playlist_name,artist_name,album_name,track_name,track_uri,first_played,last_played,plays,hours
year_2020,NEU!,Neu!,Hallogallo,spotify:track:1GkZZHT9uJjdzrrksrpczR,2020-01-09,2020-12-25,41,6.8
year_2020,Viagra Boys,Consistency of Energy,Research Chemicals,spotify:track:6LtEZsktTSelukg6NmYxMR,2020-01-04,2020-12-31,51,5.2
year_2020,Dire Straits,Love Over Gold,Industrial Disease,spotify:track:1laOaJ0vcBx3cjUhH50mW7,2020-07-13,2020-12-28,46,4.3
year_2020,Harry Nilsson,Nilsson Schmilsson,Jump Into The Fire,spotify:track:3hgHrfMdtnLtH54HYTdNHF,2020-01-09,2020-12-06,41,4.3
year_2020,Funkadelic,Maggot Brain,Maggot Brain,spotify:track:3utrFnKNa1QSmUIm8QxHEC,2020-02-21,2020-12-25,25,4.1
year_2020,The Peep Tempel,Modern Professional,Dark Beach,spotify:track:1opUFlWaqoTViYHWeKOY2n,2020-01-03,2020-12-25,58,4.0
year_2020,Death,…For The Whole World To See,Politicians In My Eyes,spotify:track:6EMAoUEgfk2WtfwiBRG8hd,2020-01-26,2020-12-30,40,3.9
year_2020,Viagra Boys,Street Worms,Just Like You,spotify:track:5j3Ry7VwpyO95YhzozfpRw,2020-01-20,2020-12-21,36,3.1
year_2020,Aerosmith,Get A Grip,Livin' On The Edge,spotify:track:4avSaixVwu8uqfSs7zgoj3,2020-01-12,2020-11-04,31,2.9
year_2020,T. Rex,Electric Warrior [Expanded & Remastered],Bang a Gong (Get It On) - 2003 Remaster,spotify:track:6FsQrRpBLgsrFeAeiQqytm,2020-01-05,2020-12-03,39,2.8
year_2020,The Rolling Stones,Beggars Banquet,Sympathy For The Devil - 50th Anniversary Edition,spotify:track:1Ud6moTC0KyXMq1Oxfien0,2020-01-09,2020-12-31,27,2.8
year_2020,The Peep Tempel,Joy,Neuroplasticity,spotify:track:1oduOfu6Nszg0Jk6JtXGyt,2020-01-02,2020-12-25,45,2.7
year_2020,Flamin' Groovies,Shake Some Action,Shake Some Action,spotify:track:0Afai8u1STCaDyTTm1gEZf,2020-01-06,2020-12-18,37,2.7
year_2020,Bob Dylan,Desire,Hurricane,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,2020-01-12,2020-12-29,19,2.7
year_2020,Public Image Ltd.,The Public Image Is Rotten (Songs From The Heart),One Drop,spotify:track:7GqfUs12WfxxZODzzAi60Q,2020-02-26,2020-12-03,29,2.5
year_2020,The Police,Zenyatta Mondatta - Remastered 2003,Don't Stand So Close To Me,spotify:track:5veJDT0MLsLbhYsx42GXUD,2020-03-18,2020-12-25,36,2.4
year_2020,INXS,The Very Best Of,Original Sin,spotify:track:3STinUpwNebQI95obNB738,2020-01-11,2020-12-14,27,2.4
year_2020,Dire Straits,Brothers in Arms,Brothers in Arms,spotify:track:26tWBbtjvgi0tipRL2VQ2X,2020-04-16,2020-12-03,26,2.4
year_2020,Dire Straits,Dire Straits,Sultans of Swing,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,2020-01-09,2020-11-21,25,2.4
year_2020,The Fugs,Refuse To Be Burnt-Out,Keeping The Issues Alive,spotify:track:7zmxRA8LuGO7x9Ff57etGN,2020-02-12,2020-12-25,21,2.4
year_2020,Fu Manchu,Godzilla's / Eatin' Dust,Mongoose,spotify:track:15QdOzjkeTl4bk3Wa7vAPt,2020-02-21,2020-12-11,22,2.3
year_2020,AC/DC,Live (Collector's Edition),Jailbreak - Live - 1991,spotify:track:6OvZ0eYTiRbvE4yflbKlnt,2020-01-09,2020-12-16,9,2.2
year_2020,Tom Petty and the Heartbreakers,Hypnotic Eye,American Dream Plan B,spotify:track:5TCq5VBFgZx6Pg3qeGqUE4,2020-02-19,2020-12-05,42,2.1
year_2020,Iggy Pop,Lust For Life,The Passenger,spotify:track:15BQ7vEDv2LJuh8TxWIhtd,2020-01-12,2020-12-12,27,2.1
year_2020,Dire Straits,Brothers in Arms,Money for Nothing,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,2020-01-09,2020-12-28,16,2.1
year_2020,Chris Spedding,Guitar Graffiti,Video Life,spotify:track:64bWAl2OJFilKBf8bl5rXx,2020-01-05,2020-12-24,40,2.0
year_2020,The Voluptuous Horror of Karen Black,Black Date,Bills to Pay,spotify:track:3OSe8ierhFxnZ1qV0dQHaI,2020-01-11,2020-12-25,32,2.0
year_2020,The Slits,Cut,I Heard It Through The Grapevine,spotify:track:2tlQN0gUJz6tW7bPunEaid,2020-01-28,2020-12-19,30,2.0
year_2020,Phil Collins,Face Value (Deluxe Editon),In The Air Tonight - 2015 Remastered,spotify:track:18AXbzPzBS8Y3AkgSxzJPb,2020-03-24,2020-12-31,22,2.0
year_2020,The Cure,Seventeen Seconds,A Forest - 2006 Remaster,spotify:track:3O4TPMOgChXOerSdB5WENH,2020-02-27,2020-12-16,21,2.0
